k,broker_count,ablation,metric,metric_label,n_seeds,mean,std,ci95_lo,ci95_hi,ci95_halfwidth,vs_disabled_cohens_d_independent,vs_disabled_paired_dz,vs_disabled_paired_p,vs_disabled_paired_mean_diff,vs_disabled_paired_mean_pct_change,vs_disabled_degenerate_paired_diff,metric3_sign_convention,notes
0.5,5,capacity_pnl_only,prosumer_self_sufficiency,Prosumer self-sufficiency,30,0.7301095214489934,0.01925387782221007,0.7229200053137895,0.7372990375841973,0.00718951613520392,0.0,0.0,1.0,0.0,0.0,True,,"degenerate paired diff (sd(diff) < 1e-09, max abs diff 0.000e+00); d_z set to 0.0 and p set to 1.0 by convention, not computed from a zero-variance t-test"
0.5,5,capacity_pricing_only,prosumer_self_sufficiency,Prosumer self-sufficiency,30,0.7274324029788379,0.01942884198324273,0.7201775541521916,0.7346872518054842,0.0072548488266462475,-0.13841276413501907,-6.278924186274975,4.647446886203378e-25,-0.0026771184701555187,-0.36751181826836526,False,,
0.5,5,capacity_both,prosumer_self_sufficiency,Prosumer self-sufficiency,30,0.7274324029788379,0.01942884198324273,0.7201775541521916,0.7346872518054842,0.0072548488266462475,-0.13841276413501907,-6.278924186274975,4.647446886203378e-25,-0.0026771184701555187,-0.36751181826836526,False,,
1.0,2,capacity_disabled,avg_cost_per_agent_eur,Avg cost per agent (EUR/year),30,524.1984017499178,16.857997178155326,517.9035221501439,530.4932813496918,6.29487959977393,,,,,,,,reference arm (capacity_disabled); vs_disabled_* not applicable
1.0,2,capacity_pnl_only,avg_cost_per_agent_eur,Avg cost per agent (EUR/year),30,524.1984017499178,16.857997178155326,517.9035221501439,530.4932813496918,6.29487959977393,0.0,0.0,1.0,0.0,0.0,True,,"degenerate paired diff (sd(diff) < 1e-09, max abs diff 0.000e+00); d_z set to 0.0 and p set to 1.0 by convention, not computed from a zero-variance t-test"
1.0,2,capacity_pricing_only,avg_cost_per_agent_eur,Avg cost per agent (EUR/year),30,571.443869393763,16.52290968629044,565.2741135198022,577.6136252677237,6.1697558739607015,2.8305454740015907,18.08848997406942,2.957096119029785e-38,47.24546764384516,9.024885071052532,False,,
1.0,2,capacity_both,avg_cost_per_agent_eur,Avg cost per agent (EUR/year),30,571.443869393763,16.52290968629044,565.2741135198022,577.6136252677237,6.1697558739607015,2.8305454740015907,18.08848997406942,2.957096119029785e-38,47.24546764384516,9.024885071052532,False,,
1.0,2,capacity_disabled,load_concentration_hhi,Load concentration HHI,30,0.5212583141589132,0.014197551574101163,0.5159568612742043,0.5265597670436222,0.005301452884708995,,,,,,,,reference arm (capacity_disabled); vs_disabled_* not applicable
1.0,2,capacity_pnl_only,load_concentration_hhi,Load concentration HHI,30,0.5212583141589132,0.014197551574101163,0.5159568612742043,0.5265597670436222,0.005301452884708995,0.0,0.0,1.0,0.0,0.0,True,,"degenerate paired diff (sd(diff) < 1e-09, max abs diff 0.000e+00); d_z set to 0.0 and p set to 1.0 by convention, not computed from a zero-variance t-test"
1.0,2,capacity_pricing_only,load_concentration_hhi,Load concentration HHI,30,0.5202669420441819,0.01340285259864385,0.5152622346337841,0.5252716494545797,0.0050047074103978595,-0.07180774754632888,-1.098765022096133,1.5152972852835459e-06,-0.0009913721147313667,-0.18637270231143196,False,,
