family_definition,family_key,family_size,n_families_in_definition,scope,source,k,broker_count,ablation,metric,test_id,is_headline_72,degenerate,p_uncorrected,p_holm,p_bh,survives_holm_alpha05,survives_bh_alpha05,alpha,n_headline_tests,n_headline_surviving_holm,n_headline_surviving_bh,worst_headline_p_uncorrected,worst_headline_p_holm,worst_headline_p_bh,bonferroni_alpha_over_family_size,notes
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,0.5,5.0,capacity_pricing_only,load_concentration_hhi,main|k=0.5|bc=5|capacity_pricing_only|load_concentration_hhi,False,False,0.0009638776949149,0.021205309288127798,0.0010491766059693157,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,0.5,5.0,capacity_pricing_only,prosumer_self_sufficiency,main|k=0.5|bc=5|capacity_pricing_only|prosumer_self_sufficiency,False,False,4.647446886203377e-25,3.3461617580664316e-23,6.495863261397902e-25,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,2.0,capacity_both,avg_cost_per_agent_eur,main|k=1.5|bc=2|capacity_both|avg_cost_per_agent_eur,True,False,2.351270622993304e-37,3.033139103661362e-35,4.860609859297083e-37,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,2.0,capacity_both,feeder_coefficient_of_variation,main|k=1.5|bc=2|capacity_both|feeder_coefficient_of_variation,True,False,1.4620970896168403e-28,1.4036132060321666e-26,2.3662887108272548e-28,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,2.0,capacity_both,feeder_peak_to_average_ratio,main|k=1.5|bc=2|capacity_both|feeder_peak_to_average_ratio,True,False,3.106948240442157e-08,1.1806403313680198e-06,3.63956793880367e-08,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,2.0,capacity_both,load_concentration_hhi,main|k=1.5|bc=2|capacity_both|load_concentration_hhi,False,False,1.86893902717656e-06,5.2330292760943684e-05,2.0898136394792444e-06,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,2.0,capacity_both,prosumer_self_sufficiency,main|k=1.5|bc=2|capacity_both|prosumer_self_sufficiency,False,False,3.169001578025514e-24,2.1549210730573497e-22,4.3309688233015364e-24,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,2.0,capacity_pricing_only,avg_cost_per_agent_eur,main|k=1.5|bc=2|capacity_pricing_only|avg_cost_per_agent_eur,True,False,2.351270622993304e-37,3.033139103661362e-35,4.860609859297083e-37,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,2.0,capacity_pricing_only,feeder_coefficient_of_variation,main|k=1.5|bc=2|capacity_pricing_only|feeder_coefficient_of_variation,True,False,1.4620970896168403e-28,1.4036132060321666e-26,2.3662887108272548e-28,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,2.0,capacity_pricing_only,feeder_peak_to_average_ratio,main|k=1.5|bc=2|capacity_pricing_only|feeder_peak_to_average_ratio,True,False,3.106948240442157e-08,1.1806403313680198e-06,3.63956793880367e-08,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,2.0,capacity_pricing_only,load_concentration_hhi,main|k=1.5|bc=2|capacity_pricing_only|load_concentration_hhi,False,False,1.86893902717656e-06,5.2330292760943684e-05,2.0898136394792444e-06,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,2.0,capacity_pricing_only,prosumer_self_sufficiency,main|k=1.5|bc=2|capacity_pricing_only|prosumer_self_sufficiency,False,False,3.169001578025514e-24,2.1549210730573497e-22,4.3309688233015364e-24,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,3.0,capacity_both,avg_cost_per_agent_eur,main|k=1.5|bc=3|capacity_both|avg_cost_per_agent_eur,True,False,9.882003392187015e-41,1.462536502043678e-38,2.4309728344780058e-40,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,3.0,capacity_both,feeder_coefficient_of_variation,main|k=1.5|bc=3|capacity_both|feeder_coefficient_of_variation,True,False,1.9225925003052463e-33,2.210981375351033e-31,3.556073346429253e-33,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,3.0,capacity_both,feeder_peak_to_average_ratio,main|k=1.5|bc=3|capacity_both|feeder_peak_to_average_ratio,True,False,1.1380814088565952e-25,8.877034989081443e-24,1.64687074458072e-25,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,3.0,capacity_both,load_concentration_hhi,main|k=1.5|bc=3|capacity_both|load_concentration_hhi,False,False,0.2720285609725151,1.0,0.27999592468300716,False,False,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,3.0,capacity_both,prosumer_self_sufficiency,main|k=1.5|bc=3|capacity_both|prosumer_self_sufficiency,False,False,3.802367267776946e-24,2.5095623967327843e-22,5.139463449852356e-24,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,3.0,capacity_pricing_only,avg_cost_per_agent_eur,main|k=1.5|bc=3|capacity_pricing_only|avg_cost_per_agent_eur,True,False,9.882003392187015e-41,1.462536502043678e-38,2.4309728344780058e-40,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,3.0,capacity_pricing_only,feeder_coefficient_of_variation,main|k=1.5|bc=3|capacity_pricing_only|feeder_coefficient_of_variation,True,False,1.9225925003052463e-33,2.210981375351033e-31,3.556073346429253e-33,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,3.0,capacity_pricing_only,feeder_peak_to_average_ratio,main|k=1.5|bc=3|capacity_pricing_only|feeder_peak_to_average_ratio,True,False,1.1380814088565952e-25,8.877034989081443e-24,1.64687074458072e-25,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,3.0,capacity_pricing_only,load_concentration_hhi,main|k=1.5|bc=3|capacity_pricing_only|load_concentration_hhi,False,False,0.2720285609725151,1.0,0.27999592468300716,False,False,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,3.0,capacity_pricing_only,prosumer_self_sufficiency,main|k=1.5|bc=3|capacity_pricing_only|prosumer_self_sufficiency,False,False,3.802367267776946e-24,2.5095623967327843e-22,5.139463449852356e-24,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,5.0,capacity_both,avg_cost_per_agent_eur,main|k=1.5|bc=5|capacity_both|avg_cost_per_agent_eur,True,False,2.0303347991860886e-40,2.9236821108279675e-38,4.802522698074786e-40,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,5.0,capacity_both,feeder_coefficient_of_variation,main|k=1.5|bc=5|capacity_both|feeder_coefficient_of_variation,True,False,2.3999984788482108e-36,2.9519981289832992e-34,4.7231970063732786e-36,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,5.0,capacity_both,feeder_peak_to_average_ratio,main|k=1.5|bc=5|capacity_both|feeder_peak_to_average_ratio,True,False,1.7548844928304955e-27,1.561847198619141e-25,2.7151043096622762e-27,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,5.0,capacity_both,load_concentration_hhi,main|k=1.5|bc=5|capacity_both|load_concentration_hhi,False,False,0.2096256245132655,1.0,0.2175860912669338,False,False,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,5.0,capacity_both,prosumer_self_sufficiency,main|k=1.5|bc=5|capacity_both|prosumer_self_sufficiency,False,False,9.246187653664663e-24,5.917560098345384e-22,1.23617508847908e-23,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,5.0,capacity_pricing_only,avg_cost_per_agent_eur,main|k=1.5|bc=5|capacity_pricing_only|avg_cost_per_agent_eur,True,False,2.0303347991860886e-40,2.9236821108279675e-38,4.802522698074786e-40,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,5.0,capacity_pricing_only,feeder_coefficient_of_variation,main|k=1.5|bc=5|capacity_pricing_only|feeder_coefficient_of_variation,True,False,2.3999984788482108e-36,2.9519981289832992e-34,4.7231970063732786e-36,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,5.0,capacity_pricing_only,feeder_peak_to_average_ratio,main|k=1.5|bc=5|capacity_pricing_only|feeder_peak_to_average_ratio,True,False,1.7548844928304955e-27,1.561847198619141e-25,2.7151043096622762e-27,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,5.0,capacity_pricing_only,load_concentration_hhi,main|k=1.5|bc=5|capacity_pricing_only|load_concentration_hhi,False,False,0.2096256245132655,1.0,0.2175860912669338,False,False,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.5,5.0,capacity_pricing_only,prosumer_self_sufficiency,main|k=1.5|bc=5|capacity_pricing_only|prosumer_self_sufficiency,False,False,9.246187653664663e-24,5.917560098345384e-22,1.23617508847908e-23,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.0,2.0,capacity_both,avg_cost_per_agent_eur,main|k=1|bc=2|capacity_both|avg_cost_per_agent_eur,True,False,2.957096119029785e-38,3.99207976069021e-36,6.437572082135637e-38,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.0,2.0,capacity_both,feeder_coefficient_of_variation,main|k=1|bc=2|capacity_both|feeder_coefficient_of_variation,True,False,2.28274367840728e-37,2.9903942187135366e-35,4.799614913574281e-37,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.0,2.0,capacity_both,feeder_peak_to_average_ratio,main|k=1|bc=2|capacity_both|feeder_peak_to_average_ratio,True,False,1.847269666872416e-11,7.389078667489664e-10,2.184751625243338e-11,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.0,2.0,capacity_both,load_concentration_hhi,main|k=1|bc=2|capacity_both|load_concentration_hhi,False,False,1.515297285283546e-06,4.545891855850638e-05,1.7099226246777628e-06,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.0,2.0,capacity_both,prosumer_self_sufficiency,main|k=1|bc=2|capacity_both|prosumer_self_sufficiency,False,False,2.250437665631186e-25,1.7103326258797013e-23,3.2186492194492546e-25,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.0,2.0,capacity_pricing_only,avg_cost_per_agent_eur,main|k=1|bc=2|capacity_pricing_only|avg_cost_per_agent_eur,True,False,2.957096119029785e-38,3.99207976069021e-36,6.437572082135637e-38,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.0,2.0,capacity_pricing_only,feeder_coefficient_of_variation,main|k=1|bc=2|capacity_pricing_only|feeder_coefficient_of_variation,True,False,2.28274367840728e-37,2.9903942187135366e-35,4.799614913574281e-37,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.0,2.0,capacity_pricing_only,feeder_peak_to_average_ratio,main|k=1|bc=2|capacity_pricing_only|feeder_peak_to_average_ratio,True,False,1.847269666872416e-11,7.389078667489664e-10,2.184751625243338e-11,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.0,2.0,capacity_pricing_only,load_concentration_hhi,main|k=1|bc=2|capacity_pricing_only|load_concentration_hhi,False,False,1.515297285283546e-06,4.545891855850638e-05,1.7099226246777628e-06,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.0,2.0,capacity_pricing_only,prosumer_self_sufficiency,main|k=1|bc=2|capacity_pricing_only|prosumer_self_sufficiency,False,False,2.250437665631186e-25,1.7103326258797013e-23,3.2186492194492546e-25,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.0,3.0,capacity_both,avg_cost_per_agent_eur,main|k=1|bc=3|capacity_both|avg_cost_per_agent_eur,True,False,2.807093004138459e-45,5.8668243786493795e-43,1.770627894918105e-44,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.0,3.0,capacity_both,feeder_coefficient_of_variation,main|k=1|bc=3|capacity_both|feeder_coefficient_of_variation,True,False,7.431718354126906e-41,1.1147577531190358e-38,1.865512974607366e-40,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.0,3.0,capacity_both,feeder_peak_to_average_ratio,main|k=1|bc=3|capacity_both|feeder_peak_to_average_ratio,True,False,1.2806412764261617e-23,7.939975913842203e-22,1.6937513655958914e-23,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.0,3.0,capacity_both,load_concentration_hhi,main|k=1|bc=3|capacity_both|load_concentration_hhi,False,False,0.0860507653963432,1.0,0.09124348399784667,False,False,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.0,3.0,capacity_both,prosumer_self_sufficiency,main|k=1|bc=3|capacity_both|prosumer_self_sufficiency,False,False,3.4514841468249467e-25,2.5540982686504606e-23,4.879684483442166e-25,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.0,3.0,capacity_pricing_only,avg_cost_per_agent_eur,main|k=1|bc=3|capacity_pricing_only|avg_cost_per_agent_eur,True,False,2.807093004138459e-45,5.8668243786493795e-43,1.770627894918105e-44,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.0,3.0,capacity_pricing_only,feeder_coefficient_of_variation,main|k=1|bc=3|capacity_pricing_only|feeder_coefficient_of_variation,True,False,7.431718354126906e-41,1.1147577531190358e-38,1.865512974607366e-40,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.0,3.0,capacity_pricing_only,feeder_peak_to_average_ratio,main|k=1|bc=3|capacity_pricing_only|feeder_peak_to_average_ratio,True,False,1.2806412764261617e-23,7.939975913842203e-22,1.6937513655958914e-23,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.0,3.0,capacity_pricing_only,load_concentration_hhi,main|k=1|bc=3|capacity_pricing_only|load_concentration_hhi,False,False,0.0860507653963432,1.0,0.09124348399784667,False,False,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.0,3.0,capacity_pricing_only,prosumer_self_sufficiency,main|k=1|bc=3|capacity_pricing_only|prosumer_self_sufficiency,False,False,3.4514841468249467e-25,2.5540982686504606e-23,4.879684483442166e-25,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.0,5.0,capacity_both,avg_cost_per_agent_eur,main|k=1|bc=5|capacity_both|avg_cost_per_agent_eur,True,False,1.2203451354356745e-43,1.9769591194057927e-41,3.490754689734604e-43,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.0,5.0,capacity_both,feeder_coefficient_of_variation,main|k=1|bc=5|capacity_both|feeder_coefficient_of_variation,True,False,2.1910500144425977e-42,3.4399485226748784e-40,5.923058280800869e-42,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
F5_everything_pooled,everything_pooled,246,1,main_sweep,main_sweep_real,1.0,5.0,capacity_both,feeder_peak_to_average_ratio,main|k=1|bc=5|capacity_both|feeder_peak_to_average_ratio,True,False,4.77610362698723e-27,4.15521015547889e-25,7.297649020117134e-27,True,True,0.05,,,,,,,0.0002032520325203252,"every real paired test in the thesis in one family: main sweep + monopoly arm + the D9 structural sweep (both its cell_full_factorial and marginal_per_coefficient families, which overlap in the underlying runs, so this is deliberately the most conservative pooling)"
